Nest_label,Species,Year,Colony,Site,Latitude,Longitude,DateFound,StageFound,DateLastAlive,DateLastChecked,LastStage,Completed,SUCCESS
BBPR_2015_Prioncave__47,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-13,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__48,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-19,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__49,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2015-01-17,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__5,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-12,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__50,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-13,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__6,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-03,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__7,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__8,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-11,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__9,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,,2014-12-08,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P111,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-31,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P115,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P122,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-12,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P123,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P125,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-19,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P128,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-11-29,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P129,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-14,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P130,BBPR,2015,Prion Cave,Prion cave,,,2014-12-03,INCU,2015-01-17,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P131,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-17,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P132,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-10,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P142,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-19,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P144,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-24,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P149,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2015-01-21,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P150,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-31,2015-02-01,FAIL,0,0
BBPR_2015_Prioncave__P153,BBPR,2015,Prion Cave,Prion cave,,,2014-11-25,INCU,2014-12-19,2015-02-01,FAIL,0,0
BBPR_2016_Inner__HN017,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN018,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN020,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN021,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN022,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-14,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN023,BBPR,2016,,Inner,,,2016-11-22,INCU,2016-12-05,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN032,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-12,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN036,BBPR,2016,,Inner,,,2016-11-29,INCU,2016-12-05,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN039,BBPR,2016,,Inner,,,2016-12-15,INCU,2017-03-18,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN042,BBPR,2016,,Inner,,,2016-11-29,INCU,2016-12-20,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN043,BBPR,2016,,Inner,,,2016-11-22,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN060,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN062,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN063,BBPR,2016,,Inner,,,2016-11-29,INCU,2016-12-05,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN064,BBPR,2016,,Inner,,,2016-11-22,INCU,2016-12-05,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN091,BBPR,2016,,Inner,,,2016-11-29,INCU,2017-02-04,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN092,BBPR,2016,,Inner,,,2016-12-05,INCU,2017-01-28,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN093,BBPR,2016,,Inner,,,2016-11-22,INCU,2016-12-20,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN095,BBPR,2016,,Inner,,,2016-12-20,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Inner__HN097,BBPR,2016,,Inner,,,2016-12-15,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Inner__HN107,BBPR,2016,,Inner,,,2016-12-20,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Inner__HN124,BBPR,2016,,Inner,,,2016-12-05,INCU,2017-01-22,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN128,BBPR,2016,,Inner,,,2016-11-29,INCU,2016-12-20,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN131,BBPR,2016,,Inner,,,2016-12-02,INCU,2017-02-04,2017-03-26,FAIL,0,0
BBPR_2016_Inner__HN136,BBPR,2016,,Inner,,,2016-12-02,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Inner__HN137,BBPR,2016,,Inner,,,2016-11-29,INCU,2016-12-05,2017-03-26,FAIL,0,0
BBPR_2016_Middle__#46,BBPR,2016,,Middle,,,2016-12-15,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Middle__HN002,BBPR,2016,,Middle,,,2016-12-15,INCU,2016-12-20,2017-03-26,FAIL,0,0
BBPR_2016_Middle__HN003,BBPR,2016,,Middle,,,2016-11-22,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Middle__HN004,BBPR,2016,,Middle,,,2016-11-22,INCU,2017-03-10,2017-03-26,FLED,1,1
BBPR_2016_Middle__HN005,BBPR,2016,,Middle,,,2016-11-22,INCU,2017-02-04,2017-03-26,FAIL,0,0
BBPR_2016_Middle__HN006,BBPR,2016,,Middle,,,2016-11-22,INCU,2016-11-22,2017-03-26,FAIL,0,0
BBPR_2016_Middle__HN007,BBPR,2016,,Middle,,,2016-11-29,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Middle__HN068,BBPR,2016,,Middle,,,2016-12-15,INCU,2016-12-20,2017-01-04,FAIL,0,0
BBPR_2016_Middle__HN069,BBPR,2016,,Middle,,,2016-12-20,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Middle__HN094,BBPR,2016,,Middle,,,2016-12-15,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Middle__HN096,BBPR,2016,,Middle,,,2016-12-20,INCU,2016-12-30,2017-03-26,FAIL,0,0
BBPR_2016_Middle__HN098,BBPR,2016,,Middle,,,2016-12-20,INCU,2016-12-30,2017-03-26,FAIL,0,0
BBPR_2016_Middle__HN099,BBPR,2016,,Middle,,,2016-12-20,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Middle__HN110,BBPR,2016,,Middle,,,2016-12-02,INCU,2016-12-30,2017-03-26,FAIL,0,0
BBPR_2016_Middle__HN134,BBPR,2016,,Middle,,,2016-12-20,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Middle__HN139,BBPR,2016,,Middle,,,2016-11-29,INCU,2017-01-04,2017-03-26,FAIL,0,0
BBPR_2016_Outer__HN001,BBPR,2016,,Outer,,,2016-11-22,INCU,2017-01-04,2017-03-26,FAIL,0,0
BBPR_2016_Outer__HN011,BBPR,2016,,Outer,,,2016-11-29,INCU,2017-01-22,2017-03-26,FAIL,0,0
BBPR_2016_Outer__HN012,BBPR,2016,,Outer,,,2016-11-29,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Outer__HN014,BBPR,2016,,Outer,,,2016-11-29,INCU,2017-03-06,2017-03-26,FLED,1,1
BBPR_2016_Outer__HN070,BBPR,2016,,Outer,,,2016-12-20,INCU,2017-01-04,2017-01-04,INCU,0,1
BBPR_2016_Outer__HN108,BBPR,2016,,Outer,,,2016-11-29,INCU,2016-12-20,2017-03-26,FAIL,0,0
BBPR_2016_Outer__HN135,BBPR,2016,,Outer,,,2016-12-05,INCU,2016-12-05,2017-01-04,FAIL,0,0
BBPR_2016_Outer__HN153,BBPR,2016,,Outer,,,2016-12-15,INCU,2017-03-04,2017-03-26,FLED,1,1
BBPR_2016_Outer__P150,BBPR,2016,,Outer,,,2016-11-29,INCU,2017-03-18,2017-03-26,FLED,1,1
GRPE_2010_attrackdogleg__Grey3,GRPE,2010,Area 1,at track dogleg,,,2010-03-12,INCU,2010-03-12,2010-07-12,FAIL,0,0
GRPE_2010_attrackdogleg__Grey4,GRPE,2010,Area 1,at track dogleg,,,2010-03-12,,2010-05-27,2010-07-12,FAIL,0,0
GRPE_2010_edgeofBlechHummocks__Grey11,GRPE,2010,Area 1,edge of Blech Hummocks,,,2010-05-15,,2010-05-27,2010-07-12,FAIL,0,0
GRPE_2010_edgeofBlechHummocks__Grey12,GRPE,2010,Area 1,edge of Blech Hummocks,,,2010-05-15,INCU,2010-05-15,2010-07-12,FAIL,0,0
GRPE_2010_edgeofbluffEoftrack__Grey13,GRPE,2010,Area 1,edge of bluff E of track,,,2010-05-15,INCU,2010-05-15,2010-07-12,FAIL,0,0
GRPE_2010_edgeofbluffEoftrack__Grey15,GRPE,2010,Area 1,edge of bluff E of track,,,2010-05-15,,2010-09-07,2010-09-23,FAIL,0,0
GRPE_2010_edgeofbluffEoftrack__Grey17,GRPE,2010,Area 1,edge of bluff E of track,,,2010-05-15,INCU,2010-05-15,2010-07-12,FAIL,0,0
GRPE_2010_edgeofbluffEoftrack__Grey19,GRPE,2010,Area 1,edge of bluff E of track,,,2010-05-15,,2010-07-12,2010-09-23,FAIL,0,0
GRPE_2010_edgeofbluffEoftrack__Grey21,GRPE,2010,Area 1,edge of bluff E of track,,,2010-05-15,CHIC,2010-08-13,2010-09-07,FLED,1,1
GRPE_2010_Gonydaleriverbank__Grey24,GRPE,2010,Area 1,Gonydale river bank,,,2010-05-28,CHIC,2010-09-07,2010-09-23,FLED,1,1
GRPE_2010_Gonydaleriverbank__Grey27,GRPE,2010,Area 1,Gonydale river bank,,,2010-05-28,CHIC,2010-09-07,2010-09-23,FLED,1,1
GRPE_2010_Gonydaleriverbank__Grey28,GRPE,2010,Area 1,Gonydale river bank,,,2010-05-28,CHIC,2010-08-13,2010-09-07,FLED,1,1
GRPE_2010_Gonydaleriverbank__Grey29,GRPE,2010,Area 1,Gonydale river bank,,,2010-05-28,CHIC,2010-09-07,2010-09-23,FLED,1,1
GRPE_2010_justuphillofcave__Grey1,GRPE,2010,Area 1,just uphill of cave,,,2010-03-12,,2010-09-07,2010-09-23,FLED,1,1
GRPE_2010_justuphillofcave__Grey2,GRPE,2010,Area 1,just uphill of cave,,,2010-03-12,,2010-03-12,2010-07-12,FAIL,0,0
GRPE_2010_lastGonydaleriverdogleg__Grey10,GRPE,2010,Area 1,last Gonydale river dogleg,,,2010-03-24,INCU,2010-03-24,2010-07-12,FAIL,0,0
GRPE_2010_lastGonydaleriverdogleg__Grey5,GRPE,2010,Area 1,last Gonydale river dogleg,,,2010-03-24,INCU,2010-03-24,2010-07-12,FAIL,0,0
GRPE_2010_lastGonydaleriverdogleg__Grey6,GRPE,2010,Area 1,last Gonydale river dogleg,,,2010-03-24,,2010-03-24,2010-07-12,,0,0
GRPE_2010_lastGonydaleriverdogleg__Grey7,GRPE,2010,Area 1,last Gonydale river dogleg,,,2010-03-24,,2010-03-24,2010-07-12,,0,0
GRPE_2010_lastGonydaleriverdogleg__Grey8,GRPE,2010,Area 1,last Gonydale river dogleg,,,2010-03-24,,2010-03-24,2010-07-12,FAIL,0,0
GRPE_2010_lastGonydaleriverdogleg__Grey9,GRPE,2010,Area 1,last Gonydale river dogleg,,,2010-03-24,INCU,2010-07-12,2010-08-13,FAIL,0,0
GRPE_2015_Gonydale__GL002GL004,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GL007,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-05-04,2015-05-15,FAIL,0,0
GRPE_2015_Gonydale__GL10,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-05-04,2015-05-15,FAIL,0,0
GRPE_2015_Gonydale__GL13287PC11,GRPE,2015,Area 1,Gonydale,,,2015-03-25,,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GL16PC25,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-05-26,2015-06-04,FAIL,0,0
GRPE_2015_Gonydale__GL22,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GL2256,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GL2353GL13333,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GL2356PC36,GRPE,2015,Area 1,Gonydale,,,2015-03-25,,2015-04-24,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GL2384GL2258,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP1,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP10,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-24,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP11,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-06-07,2015-06-18,FAIL,0,0
GRPE_2015_Gonydale__GP12,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-06-18,2015-06-28,FAIL,0,0
GRPE_2015_Gonydale__GP13,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-05-04,2015-05-04,INCU,0,1
GRPE_2015_Gonydale__GP14,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP15,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP16,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-04-24,FAIL,0,0
GRPE_2015_Gonydale__GP17,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP18,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP19,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-05-04,2015-05-15,FAIL,0,0
GRPE_2015_Gonydale__GP2,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP20,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-05-04,2015-05-15,FAIL,0,0
GRPE_2015_Gonydale__GP21,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-24,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP22,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-05-04,2015-05-04,INCU,0,1
GRPE_2015_Gonydale__GP23,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-05-15,2015-05-26,FAIL,0,0
GRPE_2015_Gonydale__GP24,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP25,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP26,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-06-28,2015-07-09,FAIL,0,0
GRPE_2015_Gonydale__GP27,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP28,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-04-24,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP29,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP3,GRPE,2015,Area 1,Gonydale,,,2015-04-02,INCU,2015-06-07,2015-06-18,FAIL,0,0
GRPE_2015_Gonydale__GP30,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP31,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP32,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP33,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP34,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP35,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-05-26,2015-06-04,FAIL,0,0
GRPE_2015_Gonydale__GP36,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP37,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP38,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-24,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP39,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-06-28,2015-07-09,FAIL,0,0
GRPE_2015_Gonydale__GP4,GRPE,2015,Area 1,Gonydale,,,2015-04-02,INCU,2015-06-07,2015-06-18,FAIL,0,0
GRPE_2015_Gonydale__GP40,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP5,GRPE,2015,Area 1,Gonydale,,,2015-04-02,INCU,2015-06-07,2015-06-18,FAIL,0,0
GRPE_2015_Gonydale__GP6,GRPE,2015,Area 1,Gonydale,,,2015-04-02,INCU,2015-04-02,2015-04-11,FAIL,0,0
GRPE_2015_Gonydale__GP7,GRPE,2015,Area 1,Gonydale,,,2015-04-02,,2015-04-02,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__GP8,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__GP9,GRPE,2015,Area 1,Gonydale,,,2015-04-11,,2015-04-11,2015-05-04,FAIL,0,0
GRPE_2015_Gonydale__PC03GL00813301,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__PC15GL29,GRPE,2015,Area 1,Gonydale,,,2015-03-25,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__PC20GL035GL028,GRPE,2015,Area 1,Gonydale,,,2015-04-24,,2015-04-24,2015-05-15,FAIL,0,0
GRPE_2015_Gonydale__PC23,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-09-05,2015-09-05,CHIC,0,1
GRPE_2015_Gonydale__PC40GL009,GRPE,2015,Area 1,Gonydale,,,2015-04-11,INCU,2015-06-18,2015-06-18,INCU,0,1
GRPE_2017_Gonydale__GI2353,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GI29,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-04-01,2017-04-20,FAIL,0,0
GRPE_2017_Gonydale__GL007,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GL2356PC36,GRPE,2017,Area 1,Gonydale,,,2017-03-17,INCU,2017-07-21,2017-08-20,FAIL,0,0
GRPE_2017_Gonydale__GL3287,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GPC42,GRPE,2017,Area 1,Gonydale,,,2017-03-17,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP11,GRPE,2017,Area 1,Gonydale,,,2017-03-18,INCU,2017-05-18,2017-06-21,FAIL,0,0
GRPE_2017_Gonydale__GP12,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-05-18,2017-06-21,FAIL,0,0
GRPE_2017_Gonydale__GP13,GRPE,2017,Area 1,Gonydale,,,2017-03-18,INCU,2017-07-21,2017-08-20,FAIL,0,0
GRPE_2017_Gonydale__GP14,GRPE,2017,Area 1,Gonydale,,,2017-03-18,INCU,2017-05-18,2017-06-21,FAIL,0,0
GRPE_2017_Gonydale__GP16,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-06-21,2017-07-21,FAIL,0,0
GRPE_2017_Gonydale__GP2,GRPE,2017,Area 1,Gonydale,,,2017-03-17,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP22,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP27,GRPE,2017,Area 1,Gonydale,,,2017-03-18,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP29,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP3,GRPE,2017,Area 1,Gonydale,,,2017-03-17,INCU,2017-05-18,2017-06-21,FAIL,0,0
GRPE_2017_Gonydale__GP30C46,GRPE,2017,Area 1,Gonydale,,,2017-04-20,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP33,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-05-18,2017-06-21,FAIL,0,0
GRPE_2017_Gonydale__GP36,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-08-20,2017-09-03,FAIL,0,0
GRPE_2017_Gonydale__GP40,GRPE,2017,Area 1,Gonydale,,,2017-03-17,INCU,2017-04-20,2017-05-18,FAIL,0,0
GRPE_2017_Gonydale__GP5,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__GP7,GRPE,2017,Area 1,Gonydale,,,2017-03-18,INCU,2017-05-18,2017-06-21,FAIL,0,0
GRPE_2017_Gonydale__GP8,GRPE,2017,Area 1,Gonydale,,,2017-03-18,INCU,2017-04-20,2017-05-18,FAIL,0,0
GRPE_2017_Gonydale__PC20GL009,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__PC23,GRPE,2017,Area 1,Gonydale,,,2017-04-01,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRPE_2017_Gonydale__PC40GL009,GRPE,2017,Area 1,Gonydale,,,2017-04-20,INCU,2017-09-03,2017-09-03,CHIC,0,1
GRSH_2010_inlandAdmpath__PM4,GRSH,2010,Admirals,inland Adm path,-40.34865453,-9.87961189,2010-10-03,,2010-12-03,2010-12-03,INCU,0,1
GRSH_2010_inlandAdmpath__PM5,GRSH,2010,Admirals,inland Adm path,-40.34861036,-9.87955531,2010-10-03,,2010-10-03,2010-12-03,FAIL,0,0
GRSH_2011_Snoekgat_4_25,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_26,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-04-13,2012-04-13,CHIC,0,1
GRSH_2011_Snoekgat_4_27,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_30,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-04-13,2012-04-13,CHIC,0,1
GRSH_2011_Snoekgat_4_31,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-04-13,2012-04-13,CHIC,0,1
GRSH_2011_Snoekgat_4_32,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_33,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-04-13,2012-04-13,CHIC,0,1
GRSH_2011_Snoekgat_4_35,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_37,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_38,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-02-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_39,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_42,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_48,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-01-06,2012-04-13,FAIL,0,0
GRSH_2011_Snoekgat_4_49,GRSH,2011,Snoekgat,4,,,2012-01-06,,2012-04-13,2012-04-13,CHIC,0,1
GRSH_2011_Snoekgat_4_50,GRSH,2011,Snoekgat,4,,,2012-01-06,CHIC,2012-04-13,2012-04-13,CHIC,0,1
