Nest_label,Species,Year,Colony,Site,Latitude,Longitude,DateFound,StageFound,DateLastAlive,DateLastChecked,LastStage,Completed,SUCCESS
GRSH_201617_SealBeach_5_108,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_109,GRSH,2016-17,Seal Beach,5,,,2016-12-02,,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_5_45,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_46,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_47,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_48,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_49,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_50,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_51,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_52,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_53,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_54,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_5_55,GRSH,2016-17,Seal Beach,5,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_110,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_111,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_112,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-01-17,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_113,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_114,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_115,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_116,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_117,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_118,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_119,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_120,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2017-01-17,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_121,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_122,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2017-01-17,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_124,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_125,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_126,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_127,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2017-01-17,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_128,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2017-01-17,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_129,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_130,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_131,GRSH,2016-17,Seal Beach,7,,,2016-12-02,,2016-12-02,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_132,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_56,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_57,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_58,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_59,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_60,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-01-17,2017-04-11,FAIL,0,0
GRSH_201617_SealBeach_7_61,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_SealBeach_7_62,GRSH,2016-17,Seal Beach,7,,,2016-12-02,INCU,2017-04-11,2017-04-11,CHIC,0,1
GRSH_201617_Snoekgat_2_133,GRSH,2016-17,Snoekgat,2,,,2016-12-18,,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_2_134,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_2_135,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_2_136,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_2_137,GRSH,2016-17,Snoekgat,2,,,2016-12-18,,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_2_138,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_2_139,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_2_140,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_2_141,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_2_142,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_2_143,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_2_144,GRSH,2016-17,Snoekgat,2,,,2016-12-18,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_4_145,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_4_146,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_4_147,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_4_148,GRSH,2016-17,Snoekgat,4,,,2016-12-18,,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_4_149,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_4_150,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_4_151,GRSH,2016-17,Snoekgat,4,,,2016-12-18,,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_4_152,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_4_153,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_4_154,GRSH,2016-17,Snoekgat,4,,,2016-12-18,,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_4_155,GRSH,2016-17,Snoekgat,4,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_4_156,GRSH,2016-17,Snoekgat,4,,,2016-12-18,,2016-12-18,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_8_157,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_158,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_8_159,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_160,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_161,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_162,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_163,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_165,GRSH,2016-17,Snoekgat,8,,,2016-12-18,,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_Snoekgat_8_166,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_167,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Snoekgat_8_168,GRSH,2016-17,Snoekgat,8,,,2016-12-18,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__1,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__10,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__11,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__12,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__13,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__14,GRSH,2016-17,Unknown,study,,,2017-01-15,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__15,GRSH,2016-17,Unknown,study,,,2017-01-02,,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__16,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__17,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__18,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__19,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__2,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__20,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__21,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-01-02,2017-04-10,FAIL,0,0
GRSH_201617_study__22,GRSH,2016-17,Unknown,study,,,2017-01-02,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__23,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__24,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__25,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__26,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__27,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__28,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__29,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__30,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__31,GRSH,2016-17,Unknown,study,,,2017-01-02,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__4,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__6,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__7,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-01-15,2017-04-10,FAIL,0,0
GRSH_201617_study__8,GRSH,2016-17,Unknown,study,,,2017-01-02,INCU,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_study__9,GRSH,2016-17,Unknown,study,,,2017-01-15,CHIC,2017-04-10,2017-04-10,CHIC,0,1
GRSH_201617_Tumbledown_1_169,GRSH,2016-17,Tumbledown,1,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_1_170,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_171,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_172,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_173,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_1_174,GRSH,2016-17,Tumbledown,1,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_1_175,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_176,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_177,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_178,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_179,GRSH,2016-17,Tumbledown,1,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_1_180,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_181,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_182,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_1_183,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_184,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_185,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_186,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_187,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_188,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_1_189,GRSH,2016-17,Tumbledown,1,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_190,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_191,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_192,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_193,GRSH,2016-17,Tumbledown,2,,,2016-12-19,,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_194,GRSH,2016-17,Tumbledown,2,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_195,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_196,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_197,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_198,GRSH,2016-17,Tumbledown,2,,,2016-12-19,,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_2_199,GRSH,2016-17,Tumbledown,2,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_200,GRSH,2016-17,Tumbledown,2,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_201,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_202,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_203,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_204,GRSH,2016-17,Tumbledown,2,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_2_205,GRSH,2016-17,Tumbledown,2,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_8_206,GRSH,2016-17,Tumbledown,8,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_8_207,GRSH,2016-17,Tumbledown,8,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_8_209,GRSH,2016-17,Tumbledown,8,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_8_210,GRSH,2016-17,Tumbledown,8,,,2016-12-19,,2016-12-19,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_8_211,GRSH,2016-17,Tumbledown,8,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_8_212,GRSH,2016-17,Tumbledown,8,,,2016-12-19,INCU,2017-01-22,2017-04-12,FAIL,0,0
GRSH_201617_Tumbledown_8_213,GRSH,2016-17,Tumbledown,8,,,2016-12-19,INCU,2017-04-12,2017-04-12,CHIC,0,1
GRSH_201617_Tumbledown_8_214,GRSH,2016-17,Tumbledown,8,,,2016-12-19,,2017-01-22,2017-04-12,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__1,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-16,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__11,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-30,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__12,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__13,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__14,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__15,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__16,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__17,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__18,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__19,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__2,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__20,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-30,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__21,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-12-01,INCU,2015-12-05,2015-12-09,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__3,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2016-01-06,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__4,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-16,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__5,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__6,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-16,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__7,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__8,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection1__9,MAPR,2015,Prion Cave,Prion cave colony Section 1,,,2015-11-26,INCU,2015-12-01,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__10,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-11-26,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__22,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2016-01-06,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__31,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-11-26,INCU,2015-12-05,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__32,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-11-26,INCU,2016-01-06,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__33,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__34,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__35,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-05,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__36,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-01,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__37,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-05,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__38,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__39,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-23,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__42,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-01,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__44,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-05,INCU,2015-12-09,2016-01-14,FAIL,0,0
MAPR_2015_PrioncavecolonySection2__45,MAPR,2015,Prion Cave,Prion cave colony Section 2,,,2015-12-05,INCU,2015-12-09,2015-12-09,INCU,0,1
MAPR_2015_PrioncavecolonySection3__40,MAPR,2015,Prion Cave,Prion cave colony Section 3,,,2015-12-01,INCU,2015-12-23,2016-02-13,FAIL,0,0
MAPR_2015_PrioncavecolonySection3__41,MAPR,2015,Prion Cave,Prion cave colony Section 3,,,2015-12-01,INCU,2015-12-23,2016-02-13,FAIL,0,0
